learning_rate = 0.001

episode: 0, epsilon: 0.5, loss: 0, win_rate: [ 0.  0.  1.]
episode: 158000, epsilon: 0.9, loss: 0.0755346, win_rate: [ 0.28411845  0.35403573  0.36184581]
episode: 160000, epsilon: 0.9, loss: 0.0690059, win_rate: [ 0.28456072  0.35392279  0.36151649]
episode: 162000, epsilon: 0.9, loss: 0.0761212, win_rate: [ 0.28487478  0.35386819  0.36125703]
episode: 164000, epsilon: 0.9, loss: 0.0786304, win_rate: [ 0.28544948  0.35356492  0.3609856 ]
episode: 166000, epsilon: 0.9, loss: 0.152283, win_rate: [ 0.28585972  0.35342558  0.36071469]
episode: 168000, epsilon: 0.9, loss: 0.0375376, win_rate: [ 0.28656972  0.35289671  0.36053357]
episode: 170000, epsilon: 0.9, loss: 0.0694601, win_rate: [ 0.28709243  0.35255087  0.3603567 ]
episode: 172000, epsilon: 0.9, loss: 0.0662952, win_rate: [ 0.28761461  0.35227702  0.36010837]
episode: 174000, epsilon: 0.9, loss: 0.126031, win_rate: [ 0.28794087  0.35187154  0.36018759]
episode: 176000, epsilon: 0.9, loss: 0.0441226, win_rate: [ 0.287987    0.35173664  0.36027636]
episode: 178000, epsilon: 0.9, loss: 0.0939541, win_rate: [ 0.28838602  0.3516778   0.35993618]
episode: 180000, epsilon: 0.9, loss: 0.0806355, win_rate: [ 0.28870951  0.35121472  0.36007578]
episode: 182000, epsilon: 0.9, loss: 0.225121, win_rate: [ 0.28930061  0.35102005  0.35967934]
episode: 184000, epsilon: 0.9, loss: 0.0905873, win_rate: [ 0.28973756  0.3508894   0.35937305]
episode: 186000, epsilon: 0.9, loss: 0.0462258, win_rate: [ 0.29015435  0.35055188  0.35929377]
episode: 188000, epsilon: 0.9, loss: 0.0449081, win_rate: [ 0.29040271  0.35033856  0.35925873]
episode: 190000, epsilon: 0.9, loss: 0.0201836, win_rate: [ 0.29060373  0.35022447  0.35917179]
episode: 192000, epsilon: 0.9, loss: 0.0239741, win_rate: [ 0.29076932  0.3501388   0.35909188]
episode: 194000, epsilon: 0.9, loss: 0.0344469, win_rate: [ 0.29091087  0.35013222  0.35895691]
episode: 196000, epsilon: 0.9, loss: 0.0569738, win_rate: [ 0.29098321  0.35012576  0.35889103]
episode: 198000, epsilon: 0.9, loss: 0.0272727, win_rate: [ 0.2912359  0.3501346  0.3586295]
episode: 200000, epsilon: 0.9, loss: 0.0319101, win_rate: [ 0.29155354  0.34988325  0.35856321]
episode: 202000, epsilon: 0.9, loss: 0.0657818, win_rate: [ 0.29199855  0.34967649  0.35832496]
episode: 204000, epsilon: 0.9, loss: 0.0822009, win_rate: [ 0.29224367  0.34940515  0.35835118]
episode: 206000, epsilon: 0.9, loss: 0.0827054, win_rate: [ 0.29271703  0.34924102  0.35804195]
episode: 208000, epsilon: 0.9, loss: 0.0876145, win_rate: [ 0.29290244  0.34921467  0.35788289]
episode: 210000, epsilon: 0.9, loss: 0.0300222, win_rate: [ 0.29317003  0.34905548  0.35777449]
episode: 212000, epsilon: 0.9, loss: 0.0452345, win_rate: [ 0.2934373   0.34886628  0.35769643]
episode: 214000, epsilon: 0.9, loss: 0.086108, win_rate: [ 0.29379302  0.34877874  0.35742824]
episode: 216000, epsilon: 0.9, loss: 0.130069, win_rate: [ 0.29425327  0.34847987  0.35726686]
episode: 218000, epsilon: 0.9, loss: 0.0776821, win_rate: [ 0.29454452  0.34826904  0.35718643]
episode: 220000, epsilon: 0.9, loss: 0.0832973, win_rate: [ 0.29468048  0.34832569  0.35699383]
episode: 222000, epsilon: 0.9, loss: 0.0427337, win_rate: [ 0.2950302   0.34815158  0.35681821]
episode: 224000, epsilon: 0.9, loss: 0.0352238, win_rate: [ 0.29522636  0.34787791  0.35689573]
episode: 226000, epsilon: 0.9, loss: 0.0466583, win_rate: [ 0.29551197  0.34767988  0.35680816]
episode: 228000, epsilon: 0.9, loss: 0.0672912, win_rate: [ 0.29570484  0.3476169   0.35667826]
episode: 230000, epsilon: 0.9, loss: 0.0366899, win_rate: [ 0.29593784  0.34758545  0.35647671]
episode: 232000, epsilon: 0.9, loss: 0.116823, win_rate: [ 0.29611941  0.34756747  0.35631312]
episode: 234000, epsilon: 0.9, loss: 0.0342191, win_rate: [ 0.29646027  0.34742159  0.35611814]
episode: 236000, epsilon: 0.9, loss: 0.254224, win_rate: [ 0.29668095  0.34732056  0.35599849]
episode: 238000, epsilon: 0.9, loss: 0.104247, win_rate: [ 0.29704077  0.34718342  0.35577582]
episode: 240000, epsilon: 0.9, loss: 0.0652708, win_rate: [ 0.29731126  0.34704855  0.35564018]
episode: 242000, epsilon: 0.9, loss: 0.132359, win_rate: [ 0.29762274  0.34680022  0.35557704]
episode: 244000, epsilon: 0.9, loss: 0.043645, win_rate: [ 0.29807665  0.34653547  0.35538789]
episode: 246000, epsilon: 0.9, loss: 0.056568, win_rate: [ 0.29840936  0.34641729  0.35517335]
episode: 248000, epsilon: 0.9, loss: 0.0308357, win_rate: [ 0.29852299  0.3461478   0.35532921]
episode: 250000, epsilon: 0.9, loss: 0.122293, win_rate: [ 0.29872281  0.34604262  0.35523458]
episode: 252000, epsilon: 0.9, loss: 0.104931, win_rate: [ 0.29897104  0.34582006  0.35520891]
episode: 254000, epsilon: 0.9, loss: 0.0407437, win_rate: [ 0.29919174  0.34562462  0.35518364]
episode: 256000, epsilon: 0.9, loss: 0.0428849, win_rate: [ 0.29919024  0.34560412  0.35520564]
episode: 258000, epsilon: 0.9, loss: 0.0982826, win_rate: [ 0.2992469   0.34556455  0.35518855]
episode: 260000, epsilon: 0.9, loss: 0.105309, win_rate: [ 0.29932962  0.34557559  0.35509479]
episode: 262000, epsilon: 0.9, loss: 0.0842547, win_rate: [ 0.29941489  0.34548723  0.35509788]
episode: 264000, epsilon: 0.9, loss: 0.0204638, win_rate: [ 0.29973371  0.34528278  0.3549835 ]
episode: 266000, epsilon: 0.9, loss: 0.0500088, win_rate: [ 0.29977331  0.34524682  0.35497987]
episode: 268000, epsilon: 0.9, loss: 0.0835725, win_rate: [ 0.29993545  0.34525244  0.35481211]
episode: 270000, epsilon: 0.9, loss: 0.108896, win_rate: [ 0.30027296  0.34519131  0.35453572]
episode: 272000, epsilon: 0.9, loss: 0.0243984, win_rate: [ 0.30034081  0.34516785  0.35449134]
episode: 274000, epsilon: 0.9, loss: 0.0340141, win_rate: [ 0.30054635  0.34498779  0.35446586]
episode: 276000, epsilon: 0.9, loss: 0.059728, win_rate: [ 0.30061123  0.34490455  0.35448422]
episode: 278000, epsilon: 0.9, loss: 0.0351508, win_rate: [ 0.3007759   0.34474336  0.35448074]
episode: 280000, epsilon: 0.9, loss: 0.13776, win_rate: [ 0.30092035  0.3447202   0.35435945]
episode: 282000, epsilon: 0.9, loss: 0.0271912, win_rate: [ 0.30106985  0.34472573  0.35420442]
episode: 284000, epsilon: 0.9, loss: 0.0923988, win_rate: [ 0.30113978  0.34470301  0.3541572 ]
episode: 286000, epsilon: 0.9, loss: 0.0309716, win_rate: [ 0.30132412  0.34461768  0.3540582 ]
episode: 288000, epsilon: 0.9, loss: 0.0927393, win_rate: [ 0.3014434   0.34452311  0.35403349]
episode: 290000, epsilon: 0.9, loss: 0.0178667, win_rate: [ 0.30149551  0.34442985  0.35407464]
episode: 292000, epsilon: 0.9, loss: 0.037057, win_rate: [ 0.30160856  0.34430704  0.3540844 ]
episode: 294000, epsilon: 0.9, loss: 0.0819265, win_rate: [ 0.30177108  0.34410427  0.35412465]
episode: 296000, epsilon: 0.9, loss: 0.0592715, win_rate: [ 0.30190776  0.34418803  0.35390421]
episode: 298000, epsilon: 0.9, loss: 0.0504315, win_rate: [ 0.30205603  0.34414985  0.35379411]
episode: 300000, epsilon: 0.9, loss: 0.0286516, win_rate: [ 0.30223899  0.34405219  0.35370882]
episode: 302000, epsilon: 0.9, loss: 0.204087, win_rate: [ 0.30239635  0.34396575  0.3536379 ]
episode: 304000, epsilon: 0.9, loss: 0.0958426, win_rate: [ 0.30261085  0.34384426  0.35354489]
episode: 306000, epsilon: 0.9, loss: 0.111883, win_rate: [ 0.30275064  0.34372763  0.35352172]
episode: 308000, epsilon: 0.9, loss: 0.199278, win_rate: [ 0.30299252  0.34356382  0.35344366]
episode: 310000, epsilon: 0.9, loss: 0.103614, win_rate: [ 0.30329257  0.34347631  0.35323112]
episode: 312000, epsilon: 0.9, loss: 0.0809423, win_rate: [ 0.30340608  0.34341877  0.35317515]
episode: 314000, epsilon: 0.9, loss: 0.0548263, win_rate: [ 0.30353725  0.34336515  0.3530976 ]
episode: 316000, epsilon: 0.9, loss: 0.0386117, win_rate: [ 0.30374587  0.34320145  0.35305268]
episode: 318000, epsilon: 0.9, loss: 0.0389285, win_rate: [ 0.30369716  0.34331024  0.3529926 ]
episode: 320000, epsilon: 0.9, loss: 0.136306, win_rate: [ 0.30387405  0.34315518  0.35297077]
episode: 322000, epsilon: 0.9, loss: 0.0162871, win_rate: [ 0.30394316  0.3432567   0.35280015]
episode: 324000, epsilon: 0.9, loss: 0.0123312, win_rate: [ 0.30395894  0.34322734  0.35281373]
episode: 326000, epsilon: 0.9, loss: 0.0509802, win_rate: [ 0.30403894  0.34321674  0.35274432]
episode: 328000, epsilon: 0.9, loss: 0.129181, win_rate: [ 0.30406615  0.3431392   0.35279466]
episode: 330000, epsilon: 0.9, loss: 0.0551915, win_rate: [ 0.30410211  0.34310199  0.3527959 ]
episode: 332000, epsilon: 0.9, loss: 0.0443393, win_rate: [ 0.30416475  0.34306523  0.35277002]
episode: 334000, epsilon: 0.9, loss: 0.136224, win_rate: [ 0.30417873  0.34301095  0.35281032]
episode: 336000, epsilon: 0.9, loss: 0.182517, win_rate: [ 0.30419255  0.34288588  0.35292157]
episode: 338000, epsilon: 0.9, loss: 0.0529755, win_rate: [ 0.30422987  0.34278597  0.35298416]
episode: 340000, epsilon: 0.9, loss: 0.0434194, win_rate: [ 0.30429911  0.34268135  0.35301955]
episode: 342000, epsilon: 0.9, loss: 0.0438239, win_rate: [ 0.30433829  0.34256917  0.35309253]
episode: 344000, epsilon: 0.9, loss: 0.0497061, win_rate: [ 0.30438284  0.34246993  0.35314723]
episode: 346000, epsilon: 0.9, loss: 0.207201, win_rate: [ 0.30436328  0.34241809  0.35321863]
episode: 348000, epsilon: 0.9, loss: 0.0810478, win_rate: [ 0.30446177  0.34228637  0.35325186]
episode: 350000, epsilon: 0.9, loss: 0.0232767, win_rate: [ 0.30446199  0.34224188  0.35329613]
episode: 352000, epsilon: 0.9, loss: 0.0669126, win_rate: [ 0.3044622   0.34229448  0.35324331]
episode: 354000, epsilon: 0.9, loss: 0.0989563, win_rate: [ 0.30453304  0.34231824  0.35314872]
episode: 356000, epsilon: 0.9, loss: 0.0757773, win_rate: [ 0.30465926  0.34224342  0.35309732]
episode: 358000, epsilon: 0.9, loss: 0.0277897, win_rate: [ 0.30474217  0.34224765  0.35301019]
episode: 360000, epsilon: 0.9, loss: 0.0965361, win_rate: [ 0.30481304  0.34222405  0.35296291]
episode: 362000, epsilon: 0.9, loss: 0.10665, win_rate: [ 0.30482789  0.34225596  0.35291615]
episode: 364000, epsilon: 0.9, loss: 0.0777033, win_rate: [ 0.3048618   0.34227653  0.35286167]
episode: 366000, epsilon: 0.9, loss: 0.0140081, win_rate: [ 0.30489261  0.34222857  0.35287882]
episode: 368000, epsilon: 0.9, loss: 0.0504723, win_rate: [ 0.30496656  0.34220831  0.35282513]
episode: 370000, epsilon: 0.9, loss: 0.111004, win_rate: [ 0.30503701  0.34218016  0.35278283]
episode: 372000, epsilon: 0.9, loss: 0.0991707, win_rate: [ 0.30524649  0.34213618  0.35261733]
episode: 374000, epsilon: 0.9, loss: 0.0450218, win_rate: [ 0.30537886  0.34205256  0.35256858]
episode: 376000, epsilon: 0.9, loss: 0.0190403, win_rate: [ 0.30541674  0.34210015  0.35248311]
episode: 378000, epsilon: 0.9, loss: 0.0242864, win_rate: [ 0.30541189  0.34207846  0.35250965]
episode: 380000, epsilon: 0.9, loss: 0.047657, win_rate: [ 0.3054492   0.34202542  0.35252539]
episode: 382000, epsilon: 0.9, loss: 0.0681747, win_rate: [ 0.30546517  0.34203052  0.35250431]
episode: 384000, epsilon: 0.9, loss: 0.0903952, win_rate: [ 0.30540285  0.34209025  0.35250689]
episode: 386000, epsilon: 0.9, loss: 0.0787342, win_rate: [ 0.30543185  0.34211051  0.35245764]
episode: 388000, epsilon: 0.9, loss: 0.17759, win_rate: [ 0.30555849  0.34207644  0.35236507]
episode: 390000, epsilon: 0.9, loss: 0.0811618, win_rate: [ 0.30561973  0.34199399  0.35238628]
episode: 392000, epsilon: 0.9, loss: 0.0246235, win_rate: [ 0.30562167  0.34198382  0.35239451]
episode: 394000, epsilon: 0.9, loss: 0.0724168, win_rate: [ 0.3057378   0.34196614  0.35229606]
episode: 396000, epsilon: 0.9, loss: 0.0261151, win_rate: [ 0.30576943  0.34202186  0.35220871]
episode: 398000, epsilon: 0.9, loss: 0.0419618, win_rate: [ 0.3057128   0.34215994  0.35212726]
episode: 400000, epsilon: 0.9, loss: 0.0389928, win_rate: [ 0.30571674  0.34216664  0.35211662]
episode: 402000, epsilon: 0.9, loss: 0.117443, win_rate: [ 0.30574302  0.34208621  0.35217077]
episode: 404000, epsilon: 0.9, loss: 0.0311898, win_rate: [ 0.30576162  0.34205113  0.35218725]
episode: 406000, epsilon: 0.9, loss: 0.0517739, win_rate: [ 0.30573324  0.34200162  0.35226514]
episode: 408000, epsilon: 0.9, loss: 0.0382845, win_rate: [ 0.3058767   0.34189867  0.35222463]
episode: 410000, epsilon: 0.9, loss: 0.0194194, win_rate: [ 0.3058773   0.34190648  0.35221621]
episode: 412000, epsilon: 0.9, loss: 0.0781807, win_rate: [ 0.30596042  0.34191907  0.3521205 ]
episode: 414000, epsilon: 0.9, loss: 0.0268315, win_rate: [ 0.306021   0.3419412  0.3520378]
episode: 416000, epsilon: 0.9, loss: 0.044673, win_rate: [ 0.3060834   0.34188139  0.35203521]
episode: 418000, epsilon: 0.9, loss: 0.331834, win_rate: [ 0.30618826  0.34174799  0.35206375]
episode: 420000, epsilon: 0.9, loss: 0.0536296, win_rate: [ 0.3061826  0.3417349  0.3520825]
episode: 422000, epsilon: 0.9, loss: 0.0378078, win_rate: [ 0.30621965  0.34171483  0.35206552]
episode: 424000, epsilon: 0.9, loss: 0.0435669, win_rate: [ 0.30626579  0.34173976  0.35199445]
episode: 426000, epsilon: 0.9, loss: 0.0972483, win_rate: [ 0.30624576  0.34165647  0.35209777]
episode: 428000, epsilon: 0.9, loss: 0.0452781, win_rate: [ 0.30627265  0.34173285  0.3519945 ]
episode: 430000, epsilon: 0.9, loss: 0.017068, win_rate: [ 0.30629696  0.34177827  0.35192476]
episode: 432000, epsilon: 0.9, loss: 0.0352527, win_rate: [ 0.30636735  0.3416543   0.35197835]
episode: 434000, epsilon: 0.9, loss: 0.0870793, win_rate: [ 0.30641634  0.34169737  0.35188629]
episode: 436000, epsilon: 0.9, loss: 0.0403177, win_rate: [ 0.30641443  0.34178591  0.35179965]
episode: 438000, epsilon: 0.9, loss: 0.0226224, win_rate: [ 0.3064719   0.34176863  0.35175947]
episode: 440000, epsilon: 0.9, loss: 0.0669311, win_rate: [ 0.30658339  0.3417265   0.35169011]
episode: 442000, epsilon: 0.9, loss: 0.0893306, win_rate: [ 0.30664637  0.34168927  0.35166436]
episode: 444000, epsilon: 0.9, loss: 0.0626216, win_rate: [ 0.306693    0.34163887  0.35166813]
episode: 446000, epsilon: 0.9, loss: 0.0357122, win_rate: [ 0.30677061  0.34159789  0.3516315 ]
episode: 448000, epsilon: 0.9, loss: 0.0583008, win_rate: [ 0.30680289  0.34154834  0.35164877]
episode: 450000, epsilon: 0.9, loss: 0.0850396, win_rate: [ 0.30681265  0.34147924  0.35170811]
episode: 452000, epsilon: 0.9, loss: 0.0890502, win_rate: [ 0.30686215  0.34144393  0.35169391]
episode: 454000, epsilon: 0.9, loss: 0.0435484, win_rate: [ 0.3068958  0.3413759  0.3517283]
episode: 456000, epsilon: 0.9, loss: 0.0614234, win_rate: [ 0.30695108  0.34133916  0.35170976]
episode: 458000, epsilon: 0.9, loss: 0.212143, win_rate: [ 0.30690326  0.34135297  0.35174377]
episode: 460000, epsilon: 0.9, loss: 0.0372072, win_rate: [ 0.30693846  0.34141448  0.35164706]
episode: 462000, epsilon: 0.9, loss: 0.050082, win_rate: [ 0.30698202  0.34139104  0.35162694]
episode: 464000, epsilon: 0.9, loss: 0.0700941, win_rate: [ 0.30709417  0.34131176  0.35159407]
episode: 466000, epsilon: 0.9, loss: 0.0825135, win_rate: [ 0.3071238   0.34135334  0.35152285]
episode: 468000, epsilon: 0.9, loss: 0.0523231, win_rate: [ 0.30710404  0.34135824  0.35153771]
episode: 470000, epsilon: 0.9, loss: 0.0856748, win_rate: [ 0.3071419   0.34133757  0.35152053]
episode: 472000, epsilon: 0.9, loss: 0.0650932, win_rate: [ 0.30721333  0.34127258  0.35151409]
episode: 474000, epsilon: 0.9, loss: 0.0386773, win_rate: [ 0.30730315  0.34120181  0.35149504]
episode: 476000, epsilon: 0.9, loss: 0.0475568, win_rate: [ 0.30729767  0.34118626  0.35151607]
episode: 478000, epsilon: 0.9, loss: 0.022826, win_rate: [ 0.30734873  0.34120431  0.35144696]
episode: 480000, epsilon: 0.9, loss: 0.0322246, win_rate: [ 0.30746186  0.34111804  0.3514201 ]
episode: 482000, epsilon: 0.9, loss: 0.0829151, win_rate: [ 0.30750351  0.34106776  0.35142873]
episode: 484000, epsilon: 0.9, loss: 0.073053, win_rate: [ 0.30759441  0.34104888  0.35135671]
episode: 486000, epsilon: 0.9, loss: 0.0508463, win_rate: [ 0.30760842  0.34107955  0.35131203]
episode: 488000, epsilon: 0.9, loss: 0.0432987, win_rate: [ 0.30775347  0.34100955  0.35123699]
episode: 490000, epsilon: 0.9, loss: 0.044695, win_rate: [ 0.30788917  0.34091155  0.35119928]
episode: 492000, epsilon: 0.9, loss: 0.0176088, win_rate: [ 0.3079445   0.34089362  0.35116189]
episode: 494000, epsilon: 0.9, loss: 0.0621942, win_rate: [ 0.30806415  0.34079081  0.35114504]
episode: 496000, epsilon: 0.9, loss: 0.0405262, win_rate: [ 0.30815865  0.34078964  0.35105171]
episode: 498000, epsilon: 0.9, loss: 0.0446638, win_rate: [ 0.30824637  0.34073626  0.35101737]
episode: 500000, epsilon: 0.9, loss: 0.0184623, win_rate: [ 0.30824138  0.34071332  0.3510453 ]
episode: 502000, epsilon: 0.9, loss: 0.0599133, win_rate: [ 0.30829421  0.34070848  0.35099731]
episode: 504000, epsilon: 0.9, loss: 0.0533356, win_rate: [ 0.30833272  0.34069972  0.35096756]
episode: 506000, epsilon: 0.9, loss: 0.0336033, win_rate: [ 0.30833338  0.34072265  0.35094397]
episode: 508000, epsilon: 0.9, loss: 0.171335, win_rate: [ 0.30835569  0.34068634  0.35095797]
episode: 510000, epsilon: 0.9, loss: 0.0260027, win_rate: [ 0.30837391  0.340666    0.3509601 ]
episode: 512000, epsilon: 0.9, loss: 0.0518393, win_rate: [ 0.30842127  0.34062043  0.3509583 ]
